ConesX,ConesY,RodsX,RodsY
10.274058774808392,70.5889020518207,9.407219467189474,73.44980241441398
12.609744079009438,70.59436145524607,10.997787819377017,74.7797050112737
14.544091590568343,70.59476094874289,10.514200941487289,74.38642030922564
16.478439102127247,70.5951604422397,11.3201790713035,75.53130208883653
18.41278661368615,70.55076672740657,12.12615720111971,76.0888951370105
20.347134125245063,70.49144194313014,13.093330956899162,76.45341297817569
22.281481636803967,70.43211715885371,14.898721967687472,77.1047804665011
24.21582914836287,70.37279237457727,17.445612857906703,77.8817220773241
26.150176659921776,70.35826079863077,20.99191662909803,78.43490405147077
28.08452417148068,70.35866029212758,24.860611652215837,78.78409465880833
30.018871683039585,70.3590597856244,28.729306675333653,78.95411243282615
31.953219194598496,70.35945927912121,30.663654186892558,79.05902941242614
33.8875667061574,70.35985877261801,32.59800169845146,79.2037625772083
35.821914217716305,70.36025826611483,34.532349210010366,79.5077604827191
37.75626172927521,70.36065775961164,35.937053950547195,79.86924027095856
39.690609240834114,70.33119511422183,36.950283599459,80.28467546064232
41.624956752393025,70.33159460771864,37.917457355238454,80.70294515180343
43.55930426395193,70.33199410121544,38.8846311110179,81.09632972722571
45.493651775510834,70.35230168730334,39.690609240834114,81.46977291893216
47.427999287069746,70.36265522709569,40.98017424854005,81.84331598401283
49.36234679862864,70.3630547205925,42.592130508172474,82.19701753875188
51.296694310187554,70.36345421408932,44.52647801973138,82.47613032852384
53.23104182174645,70.37878477702944,46.46082553129029,82.65570265534039
55.16538933330536,70.46877068718612,48.39517304284919,82.81536688956585
57.09973684486426,70.53884850475171,50.3295205544081,82.98000814693908
59.03408435642317,70.48450074362304,52.263868065966996,83.16953452005117
60.96843186798208,70.51476237600649,54.19821557752591,83.4038541014932
62.90277937954098,70.48529973061667,55.971367463121574,83.68293360014043
64.8371268910999,70.48072220096572,57.53726782962163,83.99467644802691
66.77147440265878,70.42637443983705,58.55049747853345,84.39020354511958
68.7058219142177,70.42677393333386,59.35647560834966,84.7362731095133
70.6401694257766,70.49685175089945,60.033497237395274,85.08132063637768
72.57451693733552,70.68140110086378,60.93619274278944,85.48763215553427
74.50886444889443,70.94060579804466,61.645453497027695,85.8759864420092
76.2820163344901,71.24058879391251,62.54814900242186,86.23451853894719
77.62531321751712,71.61314755140519,63.70875750935719,86.6588006072353
78.66771159874605,72.00555225805613,65.48190939495285,86.94484793828941
79.37697235298432,72.48946538896826,67.41625690651176,86.9153852928996
80.47310260953438,72.90178928525184,69.02821316614418,86.6867751393495
81.60147199127707,73.33601874161056,69.99538692192363,86.27885898798073
83.13448171019382,80.97108885700649,70.9625606777031,85.82614962828202
83.2025770331617,79.80050707612114,71.89749530828988,85.38239225202435
83.10224258500119,77.29206668794961,72.57451693733552,84.99283116227781
82.9518981767857,75.23752048248629,73.05810381522525,84.6221428111431
83.85821075476247,89.1156778501071,73.54169069311496,84.17431060121797
84.66418888457866,81.03112905943368,74.18647319696794,83.69416103195705
84.82538451054191,79.95612535064,74.50886444889443,83.28362320451545
